Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets
 %self      total      self      wait     child     calls  name
  0.08     27.275     0.022    27.253     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532847040
Fiber ID: 69917532958300
Total: 27.252287
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     27.252     0.000    27.252     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533018080
Fiber ID: 69917533784820
Total: 27.241930
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     27.242     0.002    27.240     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534329240
Fiber ID: 69917534469200
Total: 27.228410
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep
  0.00     27.228     0.000    27.228     0.000        1   Timeout#timeout

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534466760
Fiber ID: 69917536064740
Total: 27.215885
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     27.216     0.000    27.216     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536778920
Fiber ID: 69917536847360
Total: 27.178388
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     27.178     0.000    27.178     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536846820
Fiber ID: 69917561774700
Total: 27.146405
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.09     27.146     0.026    27.121     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917561788800
Fiber ID: 69917564287120
Total: 26.984804
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.985     0.000    26.985     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917564287700
Fiber ID: 69917501973220
Total: 26.977588
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.978     0.000    26.977     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917506512040
Fiber ID: 69917506918280
Total: 26.931502
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.932     0.000    26.931     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917507000060
Fiber ID: 69917510465360
Total: 26.921481
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.921     0.000    26.921     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511350260
Fiber ID: 69917511414000
Total: 26.886369
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.886     0.000    26.886     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511425200
Fiber ID: 69917517588560
Total: 26.875580
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.876     0.000    26.875     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517876420
Fiber ID: 69917517932720
Total: 26.812704
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.813     0.000    26.813     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517931220
Fiber ID: 69917518553940
Total: 26.794091
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     26.794     0.003    26.791     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519807420
Fiber ID: 69917519904480
Total: 26.750980
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.751     0.000    26.751     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519903120
Fiber ID: 69917520509080
Total: 26.743797
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.744     0.000    26.744     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520847740
Fiber ID: 69917520982800
Total: 26.718308
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.718     0.000    26.718     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520981620
Fiber ID: 69917521572540
Total: 26.709886
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.710     0.000    26.710     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521818380
Fiber ID: 69917521866540
Total: 26.693928
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.694     0.000    26.694     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521866160
Fiber ID: 69917522508580
Total: 26.682569
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.683     0.001    26.681     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521892100
Fiber ID: 69917521983500
Total: 26.624199
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.624     0.000    26.624     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521979680
Fiber ID: 69917527910900
Total: 26.618504
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     26.619     0.003    26.616     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528059760
Fiber ID: 69917528121060
Total: 26.589927
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.590     0.000    26.590     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528117720
Fiber ID: 69917528350160
Total: 26.582464
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.582     0.000    26.582     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528560540
Fiber ID: 69917528610680
Total: 26.552072
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.552     0.000    26.552     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528609740
Fiber ID: 69917529186720
Total: 26.540045
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12     26.540     0.031    26.509     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529201380
Fiber ID: 69917529204440
Total: 26.504702
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.505     0.000    26.505     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529203660
Fiber ID: 69917529644220
Total: 26.492443
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.001     0.000     0.001     0.000        1   IO#gets
  0.00     26.492     0.000    26.491     0.001        1   Stomp::Client#start_listeners
  0.00      0.001     0.000     0.000     0.001        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#__old_receive
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#receive
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529830500
Fiber ID: 69917529879480
Total: 26.448666
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     26.449     0.000    26.449     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529878660
Fiber ID: 69917530483420
Total: 26.437199
